emp_no,first_name,last_name,dept_name
87030,Shmuel,Prenel,Sales
87059,Girolamo,Leuchs,Sales
87060,Willard,Birdsall,Sales
87115,Charlene,Zyda,Sales
87137,Aluzio,Tsunoo,Sales
87161,Ennio,Sudkamp,Sales
87202,Hatem,Coors,Sales
87234,Boriana,Mungall,Sales
87246,Boaz,Melichar,Sales
87266,Aral,Stafford,Sales
87274,Hilari,Gide,Sales
87347,Kazuhiko,Katalagarianos,Sales
87366,Aria,Rubsam,Sales
87372,Maren,Stellhorn,Sales
87374,Sampalli,Maraist,Sales
87526,Turgut,Lanphier,Sales
87534,Golgen,Apsitis,Sales
87603,Mostafa,Hellwagner,Sales
87697,Sanjoy,Luit,Sales
87711,Willard,Dulay,Sales
87751,Lakshmi,Frolund,Sales
87806,Khatoun,Shokrollahi,Sales
87851,Aloys,Asser,Sales
87852,Nikolaos,Pokrovskii,Sales
87869,Alassane,Luit,Sales
87877,Sampalli,Undy,Sales
87992,Moriyoshi,Iivonen,Sales
88010,Prodip,Ventosa,Sales
88013,Frederique,Vasanthakumar,Sales
88032,Urs,Serra,Sales
88080,Mack,Heuser,Sales
88190,Lech,Radivojevic,Sales
88247,Marjo,Fasbender,Sales
88269,Demin,Kaelbling,Sales
88299,Kazunori,Vidal,Sales
88340,Gad,Fiutem,Sales
88354,Lijia,Jiafu,Sales
88401,Evgueni,Eiter,Sales
88408,Rasiah,Skrikant,Sales
88544,Yannik,Gilg,Sales
88600,Bernd,Ranze,Sales
88629,Mayuko,Acton,Sales
88754,Garnet,Thorensen,Sales
88776,Bedir,Kaiser,Sales
88806,Laurentiu,Ernst,Sales
88811,Filipp,Ghazalie,Sales
88855,Bojan,Zweizig,Sales
88938,Rosine,Detkin,Sales
88975,Miomir,Baak,Sales
89022,Atilio,Orlowski,Sales
89026,Rafols,Siprelle,Sales
89051,Demos,Ritzmann,Sales
89074,Dmitry,Chandrasekhar,Sales
89154,Dietrich,Isaak,Sales
89179,Weijing,Kranzdorf,Sales
89265,Munir,Gopalakrishnan,Sales
89275,Menkae,Jonsson,Sales
89379,Akeel,Bisiani,Sales
89381,Paraskevi,Anily,Sales
89425,Chandrasekaran,Baba,Sales
89480,Palash,Angelov,Sales
89567,Kankanahalli,Masand,Sales
89573,Ute,Varley,Sales
89640,Sreekrishna,Muhling,Sales
89690,Sukumar,Back,Sales
89760,Mandell,Ducloy,Sales
89767,Minghong,Bonifati,Sales
89776,Seongbae,Remmers,Sales
89825,Ingmar,Isard,Sales
89887,Zhonghui,Munro,Sales
90051,Venkatesan,Benzmuller,Sales
90052,Gill,Cangellaris,Sales
90078,Susuma,Champarnaud,Sales
90122,Taisook,Halevi,Sales
90306,Gully,Cangellaris,Sales
90329,Palash,Renear,Sales
90390,Marko,Kadhim,Sales
90403,Yucel,Gilg,Sales
90428,Niranjan,Braunschweig,Sales
90497,Radoslaw,Dulin,Sales
90519,Syozo,Rodite,Sales
90637,Kauko,Kusakabe,Sales
90714,Boriana,Manderick,Sales
90748,Monique,Giveon,Sales
90749,Martins,Vesna,Sales
90776,Bouchung,Skrikant,Sales
90812,Marie,Thibadeau,Sales
90857,Kish,Thisen,Sales
90862,Masadi,Billingsley,Sales
90880,Prodip,Einsfeld,Sales
90931,Sadun,Rousseau,Sales
90936,Xinglin,Yavatkar,Sales
91032,Karsten,Tetzlaff,Sales
91058,Weijing,Litzkow,Sales
91080,Parviz,Skogmar,Sales
91093,Josyula,Luders,Sales
91113,Goncalo,Begiun,Sales
91139,Gererd,Quittner,Sales
91150,Kwee,Schaad,Sales
91187,Shigehito,Falby,Sales
91202,Yonghong,Zlotek,Sales
91225,Pranjal,Mamelak,Sales
91265,Somnath,Ohori,Sales
91280,Surveyors,Conte,Sales
91310,Gaurav,Kakkad,Sales
91325,Phillip,Beutelspacher,Sales
91382,Oksana,Puppe,Sales
91420,Jacqueline,Suppi,Sales
91429,Shaunak,Pollock,Sales
91452,Nevio,Flasterstein,Sales
91475,Pranay,Raczkowsky,Sales
91496,Sven,Casperson,Sales
91506,Lillian,Isaac,Sales
91517,Serif,Hofstetter,Sales
91521,Akeel,Murthy,Sales
91566,Hongzue,Rohrbach,Sales
91602,Jackson,Weedman,Sales
91637,Gino,Menhoudj,Sales
91675,Parke,Wrigley,Sales
91756,Xiaobin,Vandervoorde,Sales
91774,Hugo,Pietracaprina,Sales
91891,Mariusz,Peac,Sales
92063,Deniz,Olivero,Sales
92145,Marl,Schueller,Sales
92157,Ioana,Matzel,Sales
92244,Vojin,Gadepally,Sales
92323,Florina,Azuma,Sales
92359,Berto,Hanratty,Sales
92415,Zorica,Lemarechal,Sales
92592,Kirk,Lorho,Sales
92754,Yucai,Kushnir,Sales
92797,Shalesh,Ligten,Sales
92802,Alair,Luks,Sales
92804,Tonny,Roison,Sales
92878,Phule,Birjandi,Sales
92898,Gil,Ghazalie,Sales
92914,Murthy,Vecchi,Sales
92922,Aluzio,Eiter,Sales
92965,Weiye,Salinas,Sales
92987,Kiyotoshi,Emden,Sales
93001,Kersti,Pusterhofer,Sales
93038,Chenyi,Michaeli,Sales
93080,Amstein,Heering,Sales
93130,Kwun,Neimat,Sales
93150,Piyush,Papsdorf,Sales
93161,Giao,Garrabrants,Sales
93197,Arie,Magliocco,Sales
93203,Danel,Zizka,Sales
93221,Sanjit,McDermid,Sales
93241,Juichirou,Borstler,Sales
93254,Shigeo,Cichocki,Sales
93302,Mohammad,Porenta,Sales
93321,Masako,Nivat,Sales
93329,Shirish,Anily,Sales
93344,Bernardo,Escriba,Sales
93357,Padma,Prochazka,Sales
93366,Heejo,Schach,Sales
93404,Shuzo,Willoner,Sales
93412,Sivanarayana,Sinicrope,Sales
93416,Naftaly,Flowers,Sales
93430,Golgen,Baar,Sales
93433,Abdelkader,Tchuente,Sales
93450,Jiakeng,Kieras,Sales
93520,Angel,Unni,Sales
93539,Stevo,Heystek,Sales
93551,Sanjay,Shrader,Sales
93576,Xuedong,Thorensen,Sales
93611,Mizuhito,Gronowski,Sales
93634,Dietrich,Chelton,Sales
93662,Mong,Marwedel,Sales
93722,Tetsurou,Kavraki,Sales
93742,Shay,Ushiama,Sales
93763,Kazuhisa,Jullig,Sales
93903,Filipe,Capobianchi,Sales
93928,Tomoyuki,Axelband,Sales
93932,Giap,Parveen,Sales
93938,Boutros,Veeraraghavan,Sales
93960,Xianlong,Seghrouchni,Sales
93989,Troy,Strooper,Sales
94008,Sumali,Itzfeldt,Sales
94042,Yonghoan,Bruckman,Sales
94164,Frazer,Naumovich,Sales
94172,Ronnie,Bage,Sales
94210,Ekawit,Pouyioutas,Sales
94250,Jianhao,Falby,Sales
94287,Kiyokazu,Buchter,Sales
94332,Teiji,Sudbeck,Sales
94405,Ramalingam,Escriba,Sales
94410,Iara,Schieder,Sales
94425,Kersti,Nergos,Sales
94462,Sadegh,Lukaszewicz,Sales
94658,Basil,Kaelbling,Sales
94680,Teruyuki,Baja,Sales
94749,Brewster,Schlenzig,Sales
94775,Moie,Kilgore,Sales
94818,Yuuichi,Perly,Sales
94833,Miyeon,Kleiser,Sales
94871,Kasidit,Chenney,Sales
94914,Ranan,Preusig,Sales
95281,Kensyu,Savasere,Sales
95317,Srinidhi,Rosis,Sales
95322,Remzi,Demizu,Sales
95346,Jouko,Heering,Sales
95362,Yonghong,Zyda,Sales
95366,Hyuncheol,Gadepally,Sales
95405,Phillip,Ellozy,Sales
95428,Shuzo,Conde,Sales
95470,Roddy,Gajiwala,Sales
95505,Tsz,Cooley,Sales
95549,Arun,Sooriamurthi,Sales
95601,Vincent,Guting,Sales
95639,Maja,Schapire,Sales
95670,Shaleah,Krybus,Sales
95739,Lubomir,Syang,Sales
95808,Zengping,Kobara,Sales
95883,Eirik,Koshiba,Sales
95902,Adin,Mikschl,Sales
95943,Guozhong,Luit,Sales
95999,Owen,Murillo,Sales
96084,Hauke,Piazza,Sales
96109,Jasminko,Chappelet,Sales
96122,Muzhong,Onuegbe,Sales
96200,Udaiprakash,Sudkamp,Sales
96278,Dipankar,Deyuan,Sales
96314,Anneke,Birjandi,Sales
96521,Gro,Imataki,Sales
96556,Guttorm,Penn,Sales
96562,Abdulah,Ghemri,Sales
96617,Shirish,Peak,Sales
96630,Danai,Porenta,Sales
96648,Josyula,Perez,Sales
96719,Maren,Detkin,Sales
96753,Claude,Giveon,Sales
96769,Arun,Parascandalo,Sales
96770,Shirish,Solovay,Sales
96846,Tran,Merel,Sales
96902,Khalil,Ozeki,Sales
96907,Masamitsu,Hiraishi,Sales
96911,Hirochika,Jeansoulin,Sales
96958,Shaowen,Shihab,Sales
96969,Chinhyun,Fraisse,Sales
96989,Youpyo,Shobatake,Sales
97026,Aimee,Poulakidas,Sales
97135,Mechthild,Underwood,Sales
97221,Martina,Anick,Sales
97240,Yongmin,Krogh,Sales
97340,Vishu,Hiyoshi,Sales
97466,Valdiodio,Marwedel,Sales
97468,Ramalingam,Barvinok,Sales
97492,Dante,Schnabel,Sales
97508,Pantung,Garnier,Sales
97523,Bikash,Suppi,Sales
97577,Masato,Perna,Sales
97648,Suvo,Kornyak,Sales
97654,Martijn,Wynblatt,Sales
97666,Spyrose,Alencar,Sales
97677,Taegyun,Poulakidas,Sales
97695,Sreekrishna,Fendler,Sales
97723,Gou,Mapelli,Sales
97726,Guther,Veevers,Sales
97745,Aleksandar,Heijenga,Sales
97770,Horward,Keustermans,Sales
97781,Divine,Neimat,Sales
97808,Dharmaraja,Bolotov,Sales
97848,Takanari,Unni,Sales
97870,Leah,Socorro,Sales
97885,Seshu,Edelhoff,Sales
97918,Adel,Pollacia,Sales
97938,Aiichiro,Plavsic,Sales
98017,Sachio,Gils,Sales
98018,Yongdong,Pileggi,Sales
98060,Tzvetan,Speckmann,Sales
98128,Kazuhisa,Ambroszkiewicz,Sales
98169,Bedrich,Luft,Sales
98173,Irena,Ambroszkiewicz,Sales
98183,Masami,Besselaar,Sales
98199,Sadun,Felcyn,Sales
98270,Kinh,Kawashimo,Sales
98307,Douadi,Leijenhorst,Sales
98377,Steve,Flanders,Sales
98485,Chiradeep,Homond,Sales
98663,Serenella,Segond,Sales
98697,JiYoung,Harbusch,Sales
98713,Stabislas,Luit,Sales
98753,Franziska,Murillo,Sales
98807,Aloys,Hanratty,Sales
98958,Jaideep,Denos,Sales
98996,Parke,Kalloufi,Sales
99014,Adly,Siprelle,Sales
99023,Gill,Kusakabe,Sales
99026,Zhongwei,Broomell,Sales
99040,Danil,Kalorkoti,Sales
99050,Stevo,Krichel,Sales
99221,Masamitsu,Fiebach,Sales
99272,Yuriy,Birge,Sales
99296,Jaewoo,Kushner,Sales
99307,Moto,Thibadeau,Sales
99400,Hitomi,Decaestecker,Sales
99431,Prodip,Kusalik,Sales
99438,Vidar,Prochazka,Sales
99443,Zita,Woycyznski,Sales
99451,Guenter,Riexinger,Sales
99481,Arnd,Akaboshi,Sales
99495,Tayeb,Alblas,Sales
99532,Percy,Picco,Sales
99550,Tsvetan,Hebert,Sales
99592,Jayson,Rubsam,Sales
99643,Beshir,Babu,Sales
99671,Tsuneo,Leppanen,Sales
99681,Henk,Tramer,Sales
99716,Luerbio,Casperson,Sales
99719,Sreekrishna,Ramamoorthy,Sales
99729,Dmitri,Porenta,Sales
99740,Adly,Wiegley,Sales
99769,Xinyu,Winter,Sales
99775,Shigeaki,Denis,Sales
99792,Kensyu,Calkin,Sales
99966,Masali,Ferretti,Sales
99972,Jaana,Schaaf,Sales
100024,Godehard,Pelz,Sales
100042,Raimond,Turnbull,Sales
100108,Kwangho,Underwood,Sales
100142,Terresa,Isard,Sales
100246,Berna,Jording,Sales
100274,Fei,Miyakawa,Sales
100279,Mingdong,Gustavson,Sales
100317,Xiaopeng,Lorys,Sales
100347,Otmar,Gajiwala,Sales
100395,Sadun,Kavraki,Sales
100406,Yoshinari,Coors,Sales
100436,Subhankar,Gini,Sales
100444,Arno,Itzigehl,Sales
100486,Radhakrishnan,Maksimenko,Sales
100492,Vincent,Tibblin,Sales
100513,Kenroku,Walston,Sales
100534,Aamer,Luga,Sales
100555,Lucien,Gecsel,Sales
100574,Lucien,Bennet,Sales
100673,Giri,Jiang,Sales
100686,True,Beausoleil,Sales
100725,Zvonko,Maliniak,Sales
100746,Heather,Rehfuss,Sales
100933,Uli,Taneja,Sales
100965,Lucian,Bultermann,Sales
100998,Breannda,Portugali,Sales
101098,Maya,Norsworthy,Sales
101123,Henk,Wossner,Sales
101133,Val,Heuter,Sales
101153,Manohar,Gill,Sales
101172,Nevio,Schoegge,Sales
101180,Subhada,Przulj,Sales
101239,Toshimori,Khalil,Sales
101240,Oldrich,Perin,Sales
101249,Dinkar,Krider,Sales
101265,Emran,Pluym,Sales
101378,Reinhold,Monkewich,Sales
101414,Xiaoheng,DasSarma,Sales
101445,Remzi,Dehkordi,Sales
101505,Dietrich,Gornas,Sales
101564,Gay,Liedekerke,Sales
101587,Hironobu,Puppo,Sales
101608,Girolamo,Mundy,Sales
101628,Sudharsan,Bardell,Sales
101656,Yaghout,Kornyak,Sales
101690,Dante,Lally,Sales
101709,Zine,Leslie,Sales
101785,Noritoshi,Katalagarianos,Sales
101833,Cordelia,Couchot,Sales
101848,Jouko,Kolinko,Sales
101869,Zhanqiu,Siprelle,Sales
101878,Tetsushi,Stroustrup,Sales
102037,Yongqiao,Borovoy,Sales
102115,Keiichiro,Kobara,Sales
102388,Takanari,Ponthieu,Sales
102405,Kagan,Danlos,Sales
102410,Boalin,Alpay,Sales
102433,Arch,Peek,Sales
102440,Yucai,Farrow,Sales
102456,Leni,Kaminger,Sales
102479,Serap,Facello,Sales
102673,Stamatina,Vigier,Sales
102682,Oscar,Reutenauer,Sales
102692,Saniya,Lindenbaum,Sales
102728,Make,Jiang,Sales
102741,Palash,Naumovich,Sales
102810,Jiafu,Birsak,Sales
102870,Marsal,Alpay,Sales
102942,Gretta,Vilarrasa,Sales
102962,Chirstian,Kobara,Sales
103039,Premsyl,Camarinopoulos,Sales
103042,Berthier,Masand,Sales
103156,Yahiko,Schiper,Sales
103164,Valeska,Chiola,Sales
103276,Takahito,Bernardinello,Sales
103358,Takushi,Legleitner,Sales
103375,Khue,Fioravanti,Sales
103398,Nikolaos,Schreiter,Sales
103467,Kwangyoen,Glinert,Sales
103575,Ugo,Verhaegen,Sales
103585,Juichirou,Dusink,Sales
103591,Moni,Vakili,Sales
103595,Zhensheng,Hutton,Sales
103621,Yuqun,Vidya,Sales
103776,Franziska,Ashish,Sales
103782,Sigeru,Baez,Sales
103898,Saeed,Rosin,Sales
103926,Jiafu,Camarinopoulos,Sales
103961,Gurbir,Suermann,Sales
104011,Masanao,Journel,Sales
104029,Alper,Pagter,Sales
104035,Sivanarayana,Chandrasekhar,Sales
104073,Vitali,Peral,Sales
104091,Shrikanth,Mawatari,Sales
104135,Yaghout,Servi,Sales
104203,Shigenori,Gyorkos,Sales
104212,Bedrich,Driscoll,Sales
104223,Mantis,Waymire,Sales
104312,Suzette,Hettesheimer,Sales
104352,Xiaoheng,Samarati,Sales
104363,Mansur,Xiaoshan,Sales
104402,Gonzalo,Molenaar,Sales
104404,Yoshinari,Usery,Sales
104520,Vishv,Neimat,Sales
104536,Shooichi,Ernst,Sales
104610,Fusako,Peak,Sales
104656,Margo,Walston,Sales
104682,Toshimori,Speek,Sales
104710,Munenori,Trogemann,Sales
104765,Giordano,Samarati,Sales
104772,Yannik,VanScheik,Sales
104812,Hideo,Fujisawa,Sales
104858,Jiong,Isaak,Sales
104866,Anestis,Gelosh,Sales
104870,Nectarios,Peltason,Sales
104931,Kristin,Delaune,Sales
105002,Jingling,Millington,Sales
105060,Manu,Rosin,Sales
105073,Miyeon,Pietracaprina,Sales
105138,Siddarth,Peroz,Sales
105154,Lenore,Montemayor,Sales
105204,Ennio,Schaad,Sales
105226,Murthy,Menyhert,Sales
105264,Chrisa,Simkin,Sales
105296,Conor,Peha,Sales
105396,Sajjan,Strehl,Sales
105441,Abdelghani,Haldar,Sales
105489,Jasminko,Sadowski,Sales
105521,Toshiko,Hofman,Sales
105572,Vivian,Haldar,Sales
105595,Gino,Hmelo,Sales
105603,Masoud,Sommer,Sales
105634,Szabolcs,Mullainathan,Sales
105662,Jinpo,Hoogerwoord,Sales
105665,Tonia,Falco,Sales
105722,Maik,Riefers,Sales
105766,Boutros,Callaway,Sales
105789,Qingxiang,Fordan,Sales
105800,Golgen,Baig,Sales
105841,Jessie,Spelt,Sales
105852,Filipe,Beetstra,Sales
105886,Stafford,Mitchem,Sales
105921,Willard,Gubsky,Sales
105934,Gor,Langford,Sales
106011,Youpyo,Takanami,Sales
106036,Radoslaw,Puppe,Sales
106049,Tran,Zhang,Sales
106133,Guadalupe,Heijenga,Sales
106143,Kristina,Pashtan,Sales
106186,Gonzalo,Sewelson,Sales
106187,Kazuyasu,Rassart,Sales
106254,Gian,Lowrie,Sales
106255,Luigi,Furedi,Sales
106293,Froduald,Schicker,Sales
106371,DAIDA,Ratzlaff,Sales
106383,Yechezkel,Denny,Sales
106435,Collette,Christ,Sales
106447,Tadanori,Herber,Sales
106482,Alselm,Selenyi,Sales
106577,Florina,Orsini,Sales
106630,Vojin,Maliniak,Sales
106678,Vishwani,Oppitz,Sales
106770,LiMin,Srimani,Sales
106779,Akemi,Conta,Sales
106836,Yurii,Ghemri,Sales
106837,Elvia,Nitto,Sales
106838,Hatem,Luke,Sales
106877,Temple,Hemaspaandra,Sales
106897,Susanna,Chaudhury,Sales
106935,Kazuhiko,Farrow,Sales
106946,Oksana,Luiz,Sales
107019,Noritoshi,Majewski,Sales
107053,Chinho,Macedo,Sales
107097,Kitty,Badache,Sales
107113,Sushant,VanScheik,Sales
107257,Rosine,Czaja,Sales
107258,Parviz,Zaumen,Sales
107293,Haldon,Ballarin,Sales
107307,Eberhardt,Boyle,Sales
107325,Demin,Sherertz,Sales
107330,Navid,Bednarek,Sales
107333,Menkae,Frezza,Sales
107359,Xiong,Lamma,Sales
107380,Matt,Demos,Sales
107383,Heon,Pargas,Sales
107406,Chanjung,Bernick,Sales
107474,Taiji,Goodrum,Sales
107500,Karoline,Masada,Sales
107508,Rajmohan,Mapelli,Sales
107517,Haldon,Nannarelli,Sales
107540,Jaques,Soloway,Sales
107554,Zvonko,Conry,Sales
107684,Uma,Chandrasekhar,Sales
107693,Kenton,Bharadwaj,Sales
107712,Sumant,Birjandi,Sales
107747,Cathie,Erman,Sales
107807,Narain,Granlund,Sales
107822,Hatem,Kroll,Sales
107901,Munir,Honiden,Sales
107924,Achilleas,Georgakopoulos,Sales
107996,Licheng,Nitta,Sales
107997,Masoud,Perfilyeva,Sales
108023,Marke,Yetto,Sales
108053,Abdelghani,Nilsson,Sales
108070,Khoa,Bennis,Sales
108122,Moti,Terkki,Sales
108138,Berto,Middleton,Sales
108153,Lene,Puppo,Sales
108212,Masali,Versino,Sales
108217,Mohan,Munoz,Sales
108307,Diederik,Suermann,Sales
108363,Aloke,Luef,Sales
108367,Rimon,Rouquie,Sales
108375,Greger,Ananiadou,Sales
108390,Udi,Delaune,Sales
108406,Patricia,Bach,Sales
108420,Baruch,Pietrzykowski,Sales
108440,Xiaoqiang,Conta,Sales
108461,Aral,Sury,Sales
108536,Fumino,Baba,Sales
108541,Jordanka,Mapelli,Sales
108551,Yahiko,Garnick,Sales
108711,Sanjai,Kambil,Sales
108729,Jiang,Vesel,Sales
108763,Sadegh,Cooke,Sales
108816,Volkmar,Gurbaxani,Sales
108842,Giordano,Heijenga,Sales
108850,Soenke,Honiden,Sales
108884,Basant,Deverell,Sales
108891,Bikash,Chiodo,Sales
109083,Moto,Merel,Sales
109101,Xianlong,Hennings,Sales
109117,Arnould,Garnier,Sales
109125,Adly,Piveteau,Sales
109181,Rildo,Lally,Sales
109189,Billie,Codenie,Sales
109206,LiMin,Fontan,Sales
109318,Gift,Brlek,Sales
109334,Tsutomu,Alameldin,Sales
109379,Ramya,Rindone,Sales
109380,Kagan,Luan,Sales
109457,Stevo,Rosiles,Sales
109496,Mariusz,Esposito,Sales
109502,Kamakshi,Langford,Sales
109514,Piyawadee,Zlotek,Sales
109560,Ymte,Hoogerwoord,Sales
109643,Faiza,Ratzlaff,Sales
109740,Jacqueline,Bahl,Sales
109747,Tadahiko,Rullman,Sales
109824,Aleksander,Luit,Sales
109902,Kersti,Terlouw,Sales
109903,Gully,Kavraki,Sales
109966,Khatoun,Valette,Sales
109993,Danel,Furudate,Sales
109996,Dines,Gelosh,Sales
111133,Hauke,Zhang,Sales
200079,Candida,Riefers,Sales
200116,Eben,Nivat,Sales
200166,Huan,Feldmann,Sales
200171,Hilari,Gyorkos,Sales
200247,Chaoyi,Beznosov,Sales
200289,Thodoros,Schurmann,Sales
200382,Mansur,Pauthner,Sales
200433,Gilbert,Bolotov,Sales
200455,Aksel,Businaro,Sales
200511,Duke,Gilg,Sales
200564,Elrique,Kenevan,Sales
200575,Izaskun,Kuzuoka,Sales
200593,Kagan,Henders,Sales
200612,Dannz,Veevers,Sales
200618,Berna,Panienski,Sales
200658,Nathan,Gire,Sales
200684,Srinidhi,Cullers,Sales
200714,JoAnne,Sudbeck,Sales
200715,Gretta,Schwabacher,Sales
200722,Nahla,Delgrande,Sales
200743,Annemarie,Roohalamini,Sales
200750,Jeane,Kusakabe,Sales
200768,Minghong,Schmittgen,Sales
200809,Arvin,Basawa,Sales
200842,Nishit,Manders,Sales
200880,Francesca,Matheson,Sales
200951,Shalesh,Brender,Sales
200956,Alassane,Kadhim,Sales
200958,Khatoun,Rabehasaina,Sales
200971,Ferdinand,Jullig,Sales
200985,Shichao,Gecseg,Sales
201007,Yonghong,Scharstein,Sales
201109,Gita,Hertweck,Sales
201135,Shaw,Jahnichen,Sales
201141,Jiafu,Zielinski,Sales
201178,Kristof,Conta,Sales
201191,Kitty,Basagni,Sales
201195,Torsten,Trogemann,Sales
201228,Shem,Jayawardene,Sales
201266,Uma,Rissanen,Sales
201306,Mani,Landherr,Sales
201309,Mandell,Rosiles,Sales
201358,Toshimitsu,Erdmenger,Sales
201362,Pradeep,Luck,Sales
201426,Garnet,Sudkamp,Sales
201462,Jolita,Erva,Sales
201533,Saeko,Kuzuoka,Sales
201544,Krister,Zaiane,Sales
201547,Sampalli,Juneja,Sales
201614,Mingsen,Swick,Sales
201645,Gino,Olano,Sales
201699,Aamod,Lorie,Sales
201777,Wonhee,Perl,Sales
201848,Elvis,Ebeling,Sales
201878,Mani,Binding,Sales
201933,Xianlong,Ranst,Sales
201979,Takanari,Dymetman,Sales
202013,Tremaine,Luders,Sales
202014,Mara,Bernatsky,Sales
202042,Margareta,Strehl,Sales
202063,Xiaoqiu,Flanders,Sales
202149,Pragnesh,Bridgland,Sales
202223,Marit,Waschkowski,Sales
202271,Josyula,Benner,Sales
202310,Krister,Perko,Sales
202315,Kirk,Mersereau,Sales
202339,Zine,Schaaf,Sales
202360,Indrajit,Jeong,Sales
202372,Bernardo,Msuda,Sales
202386,Nadjib,Marshall,Sales
202418,Xumin,Vuskovic,Sales
202437,Barna,Schaar,Sales
202473,Sigeru,Perry,Sales
202553,Limsoon,Krichel,Sales
202605,Hercules,Merel,Sales
202614,Constantino,Chleq,Sales
202937,Heejo,Schlegelmilch,Sales
202941,Phuoc,Sinitsyn,Sales
202948,Haldon,Bruckman,Sales
202971,Fun,Dayana,Sales
202982,Takahito,Ritcey,Sales
202996,Tze,Hutter,Sales
203053,Shrikanth,Luke,Sales
203069,Hidekazu,DiGiano,Sales
203088,Hairong,Braunschweig,Sales
203171,Marla,Angiulli,Sales
203214,Paraskevi,Kilgour,Sales
203216,Seongbin,Hofman,Sales
203238,Fei,Zallocco,Sales
203268,Uno,Poujol,Sales
203305,Naftali,Huttel,Sales
203309,Constantine,Tsukuda,Sales
203319,Caolyn,Ramsay,Sales
203342,Uta,Wissmann,Sales
203364,Spyrose,Herber,Sales
203385,Subhrajyoti,Maginnis,Sales
203395,Leaf,Apsitis,Sales
203405,Alper,Giaccio,Sales
203434,Yannik,Boreale,Sales
203522,Make,Biros,Sales
203555,Hairong,Brlek,Sales
203570,Arumugam,Walstra,Sales
203577,Niteen,Glowinski,Sales
203578,Vojin,Codenie,Sales
203593,Leszek,Kirkerud,Sales
203595,Aria,Ariola,Sales
203600,Fai,Journel,Sales
203631,Nakhoon,Schaaf,Sales
203645,Tadahiro,Syang,Sales
203656,Chinhyun,Brodal,Sales
203792,Hatim,Mahmud,Sales
203933,Bowen,Fortenbacher,Sales
203953,Lucian,Pokrovskii,Sales
204029,Shaowen,Litzkow,Sales
204062,Kerhong,Fadgyas,Sales
204067,Brigham,Pews,Sales
204090,Brigham,Collette,Sales
204104,Patricio,Usdin,Sales
204110,Shaw,Kalsbeek,Sales
204134,Xiaobin,Hofmeyr,Sales
204142,Xiping,Valette,Sales
204219,Sakthirel,Halloran,Sales
204220,Xiaoshan,Bain,Sales
204237,Gay,Kumaresan,Sales
204287,Rayond,Rande,Sales
204469,Ramya,Cmelik,Sales
204679,Masaru,Marchegay,Sales
204703,Sreekrishna,Spataro,Sales
204757,Kensei,Vigier,Sales
204919,Nakhoon,Kavvadias,Sales
204923,Subhada,Raney,Sales
204977,Martina,Perl,Sales
205013,Sasan,Wilfing,Sales
205037,Ferdinand,Speek,Sales
205092,Masako,Spieker,Sales
205161,Divier,Kisuki,Sales
205207,Ramalingam,Borstler,Sales
205251,Fai,Mullainathan,Sales
205325,Serenella,Harllee,Sales
205332,Gita,Baar,Sales
205370,Geoffry,Marchesini,Sales
205494,Gaurav,Dolinsky,Sales
205537,Tadahiko,Hoppenstand,Sales
205629,Guiseppe,Genin,Sales
205736,Hilary,Thisen,Sales
205849,Masali,Walston,Sales
205890,Georgi,Chenoweth,Sales
205899,Radoslaw,Mundy,Sales
205918,Lihong,Ghandeharizadeh,Sales
205921,Bangqing,Chartres,Sales
206000,Atreye,Schapire,Sales
206053,Tsuneo,Alblas,Sales
206065,Garnik,Spataro,Sales
206168,Serap,Matzat,Sales
206181,Yagil,Benzaken,Sales
206193,Kerryn,Senzako,Sales
206241,Kazuhira,Danecki,Sales
206277,Candida,Toyoshima,Sales
206287,Visit,Valette,Sales
206427,Nobuyoshi,Otillio,Sales
206449,Zhonghui,Rajala,Sales
206526,Hauke,Chepyzhov,Sales
206576,Chenxi,Chepyzhov,Sales
206578,Deborah,Onuegbe,Sales
206668,Jaana,Rabejac,Sales
206686,Shin,Mondadori,Sales
206691,Gennady,Cincotta,Sales
206697,Billie,Quaggetto,Sales
206718,Koldo,Ramaiah,Sales
206744,Kenton,Radivojevic,Sales
206815,Insup,Frolund,Sales
206847,Luise,Akazan,Sales
206872,Marc,Stafford,Sales
207090,Stein,Uhrig,Sales
207154,Almudena,Wendorf,Sales
207167,Mohd,Genin,Sales
207317,Francoise,Naudin,Sales
207416,Gaurav,Kuhnemann,Sales
207461,Remco,Peek,Sales
207512,Valeska,Basagni,Sales
207518,Jeanna,Reinhart,Sales
207532,Lidong,Jeansoulin,Sales
207580,Parto,Harbusch,Sales
207582,Giri,Langford,Sales
207599,Arnd,Sundgren,Sales
207661,Hairong,Leslie,Sales
207679,Vasilis,Rosti,Sales
207798,Munir,Gyorkos,Sales
207894,Tzu,Papadias,Sales
207941,Florian,Emmerich,Sales
207960,Aron,Uludag,Sales
208209,Kersti,Matzat,Sales
208212,Bangqing,Lagarias,Sales
208273,Kagan,Radhakrishnan,Sales
208413,Takahira,Pena,Sales
208435,Arfst,Toyoshima,Sales
208436,Adhemar,Denny,Sales
208463,Ipke,Pillow,Sales
208483,Pradeep,Simkin,Sales
208525,Adam,DiGiano,Sales
208528,Sukumar,Polupanov,Sales
208531,Dmitry,Peyn,Sales
208546,Piyush,Garnier,Sales
208612,Eckart,McDermid,Sales
208638,Khatoun,Zobel,Sales
